ZIP,Fuel,Vehicles,LAT,LNG
92333,Battery Electric,9,34.270601,-116.949309
92334,Battery Electric,1,,
92335,Battery Electric,512,34.085972,-117.464597
92336,Battery Electric,3047,34.147718,-117.464506
92337,Battery Electric,460,34.049809,-117.470613
92339,Battery Electric,10,34.093661,-116.936222
92340,Battery Electric,2,,
92341,Battery Electric,3,34.236643,-117.062838
92342,Battery Electric,71,34.757047,-117.350142
92344,Battery Electric,289,34.391145,-117.405722
92345,Battery Electric,487,34.376159,-117.294397
92346,Battery Electric,829,34.126779,-117.183104
92347,Battery Electric,4,34.957406,-117.219606
92350,Battery Electric,4,,
92352,Battery Electric,99,34.259971,-117.199381
92354,Battery Electric,598,34.051177,-117.248563
92356,Battery Electric,14,34.510646,-116.896718
92358,Battery Electric,13,34.259272,-117.520971
92359,Battery Electric,84,34.083016,-117.073317
92363,Battery Electric,12,34.894366,-114.640335
92365,Battery Electric,9,34.899991,-116.654532
92366,Battery Electric,1,,
92368,Battery Electric,4,34.650629,-117.321326
92369,Battery Electric,2,,
92371,Battery Electric,97,34.442625,-117.541815
92372,Battery Electric,43,34.447894,-117.623946
92373,Battery Electric,1033,34.011953,-117.159699
92374,Battery Electric,765,34.067146,-117.171885
92375,Battery Electric,12,,
92376,Battery Electric,503,34.111605,-117.377406
92377,Battery Electric,319,34.157763,-117.405966
92378,Battery Electric,4,34.226083,-117.225931
92382,Battery Electric,51,34.205287,-117.117403
92385,Battery Electric,9,34.21474,-117.192326
92386,Battery Electric,13,34.237229,-116.827695
92391,Battery Electric,22,34.237898,-117.234788
92392,Battery Electric,602,34.480247,-117.408184
92393,Battery Electric,7,,
92394,Battery Electric,325,34.556111,-117.353632
92395,Battery Electric,347,34.501472,-117.292048
92397,Battery Electric,76,34.374009,-117.628429
92398,Battery Electric,6,34.91588,-116.865561
92399,Battery Electric,754,34.032301,-117.010574
92401,Battery Electric,6,34.104794,-117.29215
92404,Battery Electric,303,34.177083,-117.254763
92405,Battery Electric,142,34.144618,-117.301301
92406,Battery Electric,1,,
92407,Battery Electric,783,34.212433,-117.381239
92408,Battery Electric,148,34.083458,-117.270016
92410,Battery Electric,162,34.107379,-117.297547
92411,Battery Electric,82,34.122501,-117.320138
92413,Battery Electric,4,,
92415,Battery Electric,9,,
92423,Battery Electric,6,,
92427,Battery Electric,3,,
92501,Battery Electric,285,33.99504,-117.373184
92502,Battery Electric,3,,
92503,Battery Electric,1549,33.882579,-117.442303
92504,Battery Electric,776,33.903134,-117.398044
92505,Battery Electric,601,33.936193,-117.493881
92506,Battery Electric,1148,33.934335,-117.367319
92507,Battery Electric,918,33.970847,-117.32512
92508,Battery Electric,1060,33.891133,-117.326749
92509,Battery Electric,793,34.003266,-117.442004
92513,Battery Electric,2,,
92514,Battery Electric,2,,
92516,Battery Electric,4,,
92517,Battery Electric,5,,
92518,Battery Electric,83,33.889103,-117.278368
92519,Battery Electric,4,,
92521,Battery Electric,6,,
92530,Battery Electric,831,33.649528,-117.376774
92531,Battery Electric,3,,
92532,Battery Electric,1085,33.692673,-117.302957
92536,Battery Electric,42,33.492391,-116.837955
92539,Battery Electric,20,33.527867,-116.64762
92543,Battery Electric,186,33.667301,-116.963506
92544,Battery Electric,345,33.648169,-116.895308
92545,Battery Electric,356,33.729853,-117.03406
92546,Battery Electric,2,,
92548,Battery Electric,59,33.758663,-117.109484
92549,Battery Electric,44,33.768539,-116.753396
92551,Battery Electric,267,33.88274,-117.224878
92552,Battery Electric,3,,
92553,Battery Electric,508,33.923381,-117.244837
92555,Battery Electric,836,33.889702,-117.113427
92556,Battery Electric,1,,
92557,Battery Electric,666,33.97216,-117.258409
92561,Battery Electric,31,33.637201,-116.627212
92562,Battery Electric,1597,33.547613,-117.34404
92563,Battery Electric,2444,33.580016,-117.14736
92564,Battery Electric,12,,
92567,Battery Electric,65,33.810743,-117.105415
92570,Battery Electric,476,33.787292,-117.320673
92571,Battery Electric,565,33.828396,-117.20766
92572,Battery Electric,4,,
92581,Battery Electric,5,,
92582,Battery Electric,238,33.807607,-117.015163
92583,Battery Electric,170,33.795196,-116.932856
92584,Battery Electric,1840,33.652675,-117.173568
92585,Battery Electric,677,33.746707,-117.172142
92586,Battery Electric,207,33.708982,-117.198853
92587,Battery Electric,381,33.694019,-117.250341
92589,Battery Electric,14,,
92590,Battery Electric,188,33.482811,-117.226126
92591,Battery Electric,1317,33.535277,-117.104791
92592,Battery Electric,2628,33.511228,-117.042396
92593,Battery Electric,5,,
92595,Battery Electric,588,33.617844,-117.259304
92596,Battery Electric,1228,33.665848,-117.04966
92602,Battery Electric,3360,33.754048,-117.752273
92603,Battery Electric,2121,33.624456,-117.781423
92604,Battery Electric,1456,33.690715,-117.789224
92605,Battery Electric,4,,
92606,Battery Electric,1465,33.705442,-117.8236
92607,Battery Electric,11,,
92609,Battery Electric,3,,
92610,Battery Electric,1042,33.696122,-117.67594
92612,Battery Electric,1703,33.65844,-117.826009
92614,Battery Electric,1823,33.680302,-117.833295
92615,Battery Electric,9,,
92616,Battery Electric,7,,
92617,Battery Electric,517,33.642512,-117.841688
92618,Battery Electric,8170,33.666942,-117.732094
92619,Battery Electric,31,,
92620,Battery Electric,5491,33.714796,-117.749139
92623,Battery Electric,19,,
92624,Battery Electric,272,33.451469,-117.659056
92625,Battery Electric,1201,33.601966,-117.864254
92626,Battery Electric,1841,33.679591,-117.908531
92627,Battery Electric,1600,33.647763,-117.919761
92628,Battery Electric,3,,
92629,Battery Electric,1351,33.47512,-117.705675
92630,Battery Electric,3459,33.645736,-117.685503
92631,Battery Electric,1,,
92633,Battery Electric,1,,
92636,Battery Electric,1,,
92637,Battery Electric,429,33.612925,-117.731443
92641,Battery Electric,1,,
92646,Battery Electric,2093,33.66205,-117.968459
92647,Battery Electric,1483,33.723228,-118.008692
92648,Battery Electric,2300,33.67901,-118.014603
92649,Battery Electric,1527,33.72524,-118.051579
92650,Battery Electric,1,,
92651,Battery Electric,2143,33.57093,-117.773042
92652,Battery Electric,18,,
92653,Battery Electric,1594,33.591304,-117.697512
92654,Battery Electric,9,,
92655,Battery Electric,172,33.74513,-117.984873
92656,Battery Electric,2780,33.576212,-117.730368
92657,Battery Electric,1582,33.595088,-117.829038
92658,Battery Electric,46,,
92659,Battery Electric,12,,
92660,Battery Electric,3000,33.634626,-117.874882
92661,Battery Electric,168,33.601984,-117.913001
92662,Battery Electric,139,33.605086,-117.892319
92663,Battery Electric,1185,33.623208,-117.933903
92672,Battery Electric,1441,33.42411,-117.606775
92673,Battery Electric,2010,33.467371,-117.613509
92674,Battery Electric,5,,
92675,Battery Electric,1574,33.50186,-117.608646
92676,Battery Electric,94,33.752476,-117.612554
92677,Battery Electric,3887,33.528868,-117.701175
92678,Battery Electric,9,33.680226,-117.526144
92679,Battery Electric,2583,33.606695,-117.60436
92683,Battery Electric,2818,33.752468,-117.993933
92684,Battery Electric,5,,
92685,Battery Electric,7,,
92688,Battery Electric,1968,33.619672,-117.612087
92689,Battery Electric,1,,
92690,Battery Electric,11,,
92691,Battery Electric,1847,33.611945,-117.665867
92692,Battery Electric,2512,33.606497,-117.643112
92693,Battery Electric,2,,
92694,Battery Electric,3179,33.547238,-117.623761
92697,Battery Electric,10,,
92701,Battery Electric,402,33.74822,-117.858473
92702,Battery Electric,2,,
92703,Battery Electric,611,33.747155,-117.907326
92704,Battery Electric,1171,33.721131,-117.90511
92705,Battery Electric,2131,33.765639,-117.790075
92706,Battery Electric,597,33.765301,-117.881976
92707,Battery Electric,565,33.709935,-117.870431
92708,Battery Electric,3228,33.710582,-117.951129
92711,Battery Electric,6,,
92727,Battery Electric,1,,
92728,Battery Electric,12,,
92768,Battery Electric,1,,
92780,Battery Electric,1230,33.734005,-117.819163
92781,Battery Electric,10,,
92782,Battery Electric,2480,33.739709,-117.784703
92799,Battery Electric,2,,
92801,Battery Electric,969,33.844983,-117.952151
92802,Battery Electric,702,33.808267,-117.923658
92803,Battery Electric,4,,
92804,Battery Electric,1468,33.818246,-117.974985
92805,Battery Electric,1536,33.830457,-117.905941
92806,Battery Electric,844,33.83796,-117.870494
92807,Battery Electric,1940,33.848733,-117.788357
92808,Battery Electric,1416,33.856459,-117.740176
92809,Battery Electric,7,,
92811,Battery Electric,3,,
92812,Battery Electric,6,,
92814,Battery Electric,1,,
92815,Battery Electric,4,,
92816,Battery Electric,4,,
92817,Battery Electric,9,,
92821,Battery Electric,2087,33.927561,-117.887086
92822,Battery Electric,13,,
92823,Battery Electric,529,33.928179,-117.809285
92831,Battery Electric,974,33.879768,-117.89634
92832,Battery Electric,528,33.868649,-117.929055
92833,Battery Electric,2308,33.879329,-117.961752
92834,Battery Electric,3,,
92835,Battery Electric,1474,33.901886,-117.916639
92837,Battery Electric,6,,
92838,Battery Electric,2,,
92840,Battery Electric,1237,33.787165,-117.931889
92841,Battery Electric,980,33.786846,-117.98202
92842,Battery Electric,3,,
92843,Battery Electric,992,33.763905,-117.931382
92844,Battery Electric,656,33.765471,-117.969504
92845,Battery Electric,450,33.783064,-118.026268
92846,Battery Electric,1,,
92856,Battery Electric,5,,
92859,Battery Electric,6,,
92860,Battery Electric,389,33.925519,-117.551958
92861,Battery Electric,458,33.81763,-117.810046
92863,Battery Electric,12,,
92864,Battery Electric,1,,
92865,Battery Electric,672,33.826393,-117.851307
92866,Battery Electric,274,33.784615,-117.844774
92867,Battery Electric,1642,33.80098,-117.843772
92868,Battery Electric,604,33.788145,-117.87655
92869,Battery Electric,1385,33.80845,-117.791737
92870,Battery Electric,1737,33.881158,-117.854783
92871,Battery Electric,3,,
92877,Battery Electric,9,,
92878,Battery Electric,361,,
92879,Battery Electric,903,33.882614,-117.528204
92880,Battery Electric,3124,33.925311,-117.607297
92881,Battery Electric,1142,33.827409,-117.524128
92882,Battery Electric,1784,33.840451,-117.601961
92883,Battery Electric,1842,33.748086,-117.468037
92885,Battery Electric,3,,
92886,Battery Electric,3199,33.896339,-117.796416
92887,Battery Electric,1291,33.885514,-117.730164
92937,Battery Electric,1,,
93001,Battery Electric,740,34.03734,-119.800786
93002,Battery Electric,7,,
93003,Battery Electric,1087,34.283668,-119.223196
93004,Battery Electric,583,34.278679,-119.165615
93005,Battery Electric,1,,
93006,Battery Electric,5,,
93007,Battery Electric,1,,
93009,Battery Electric,1,,
93010,Battery Electric,1273,34.227892,-119.079552
93011,Battery Electric,16,,
93012,Battery Electric,1458,34.196026,-118.992531
93013,Battery Electric,365,34.44137,-119.514092
93014,Battery Electric,4,,
93015,Battery Electric,273,34.404104,-118.897776
93016,Battery Electric,3,,
93020,Battery Electric,3,,
93021,Battery Electric,1423,34.295652,-118.897875
93022,Battery Electric,113,34.40778,-119.306554
93023,Battery Electric,633,34.530199,-119.310133
93024,Battery Electric,6,,
93030,Battery Electric,548,34.205247,-119.174092
93031,Battery Electric,8,,
93033,Battery Electric,476,34.150212,-119.127729
93034,Battery Electric,12,,
93035,Battery Electric,647,34.181971,-119.224985
93036,Battery Electric,782,34.238786,-119.186492
93040,Battery Electric,20,34.473884,-118.797181
93041,Battery Electric,207,34.106896,-119.099535
93042,Battery Electric,1,33.255655,-119.503588
93043,Battery Electric,1,34.170854,-119.202409
93044,Battery Electric,2,,
93060,Battery Electric,320,34.402343,-119.094824
93061,Battery Electric,1,,
93062,Battery Electric,6,,
93063,Battery Electric,1704,34.308729,-118.687223
93065,Battery Electric,2589,34.258405,-118.775026
93066,Battery Electric,119,34.297699,-119.014558
93067,Battery Electric,32,34.421964,-119.593483
93094,Battery Electric,2,,
93101,Battery Electric,601,34.418979,-119.709166
93102,Battery Electric,4,,
93103,Battery Electric,509,34.438773,-119.678841
93105,Battery Electric,1025,34.533222,-119.791731
93106,Battery Electric,47,,
93108,Battery Electric,884,34.448024,-119.616984
93109,Battery Electric,465,34.406428,-119.726888
93110,Battery Electric,698,34.446201,-119.762794
93111,Battery Electric,645,34.449185,-119.804782
93116,Battery Electric,6,,
93117,Battery Electric,989,34.479453,-120.084094
93118,Battery Electric,2,,
93120,Battery Electric,4,,
93121,Battery Electric,2,,
93130,Battery Electric,4,,
93140,Battery Electric,6,,
93150,Battery Electric,8,,
93160,Battery Electric,1,,
93177,Battery Electric,1,,
93190,Battery Electric,2,,
93202,Battery Electric,8,36.313344,-119.708452
93203,Battery Electric,48,35.112617,-118.832292
93204,Battery Electric,12,35.889811,-120.06859
93206,Battery Electric,3,35.437302,-119.477735
93207,Battery Electric,1,35.889831,-118.630592
93210,Battery Electric,55,36.197785,-120.422249
93212,Battery Electric,21,36.042151,-119.5277
93215,Battery Electric,118,35.779507,-119.200825
93218,Battery Electric,1,35.860883,-119.03614
93219,Battery Electric,4,35.873666,-119.281551
93220,Battery Electric,1,35.403611,-118.756525
93221,Battery Electric,105,36.295014,-119.026031
93222,Battery Electric,43,34.842425,-119.203723
93223,Battery Electric,15,36.304539,-119.204896
93224,Battery Electric,2,35.228199,-119.569304
93225,Battery Electric,57,34.768503,-119.030293
93227,Battery Electric,1,,
93230,Battery Electric,450,36.29223,-119.622676
93232,Battery Electric,5,,
93234,Battery Electric,7,36.191268,-120.090097
93235,Battery Electric,4,36.389827,-119.219896
93238,Battery Electric,4,35.729116,-118.391888
93239,Battery Electric,4,36.04719,-119.990217
93240,Battery Electric,27,35.617546,-118.452285
93241,Battery Electric,16,35.254701,-118.912678
93242,Battery Electric,2,36.442077,-119.727734
93243,Battery Electric,18,34.7727,-118.791975
93245,Battery Electric,212,36.29227,-119.829463
93247,Battery Electric,57,36.206269,-119.071075
93249,Battery Electric,1,35.621706,-119.887939
93250,Battery Electric,27,35.665082,-119.197958
93252,Battery Electric,3,34.710034,-119.243808
93254,Battery Electric,1,34.966867,-119.810433
93255,Battery Electric,3,35.67733,-118.101417
93256,Battery Electric,6,35.960636,-119.312992
93257,Battery Electric,278,35.988087,-118.860221
93258,Battery Electric,1,36.05438,-119.150397
93260,Battery Electric,1,35.817247,-118.669124
93263,Battery Electric,178,35.492805,-119.286861
93265,Battery Electric,36,36.245404,-118.693313
93266,Battery Electric,4,36.145394,-119.867288
93267,Battery Electric,7,36.15118,-119.049222
93268,Battery Electric,29,35.162393,-119.425116
93270,Battery Electric,14,35.952426,-119.072843
93271,Battery Electric,23,36.469275,-118.800919
93272,Battery Electric,10,36.047414,-119.344304
93274,Battery Electric,337,36.178091,-119.370752
93275,Battery Electric,1,,
93277,Battery Electric,348,36.301334,-119.372586
93279,Battery Electric,9,,
93280,Battery Electric,54,35.652242,-119.4464
93283,Battery Electric,8,35.592099,-118.297698
93285,Battery Electric,6,35.715258,-118.507027
93286,Battery Electric,19,36.46271,-119.093242
93287,Battery Electric,1,35.757886,-118.988161
93290,Battery Electric,6,,
93291,Battery Electric,700,36.391777,-119.372842
93292,Battery Electric,285,36.37559,-119.211689
93301,Battery Electric,102,35.384336,-119.020562
93302,Battery Electric,2,,
93303,Battery Electric,3,,
93304,Battery Electric,114,35.339702,-119.023451
93305,Battery Electric,65,35.389749,-118.985186
93306,Battery Electric,452,35.468183,-118.779649
93307,Battery Electric,173,35.24512,-118.9411
93308,Battery Electric,260,35.621087,-118.789677
93309,Battery Electric,327,35.342891,-119.064803
93311,Battery Electric,1215,35.192404,-119.175866
93312,Battery Electric,683,35.393478,-119.12046
93313,Battery Electric,664,35.16319,-119.046322
93314,Battery Electric,628,35.393866,-119.244846
93351,Battery Electric,1,,
93380,Battery Electric,1,,
93384,Battery Electric,3,,
93385,Battery Electric,1,,
93386,Battery Electric,1,,
93387,Battery Electric,1,,
93388,Battery Electric,2,,
93389,Battery Electric,1,,
93390,Battery Electric,2,,
93401,Battery Electric,1164,35.23575,-120.615973
93402,Battery Electric,341,35.295232,-120.835468
93403,Battery Electric,4,,
93405,Battery Electric,512,35.296958,-120.733134
93406,Battery Electric,11,,
93407,Battery Electric,11,,
93408,Battery Electric,4,,
93412,Battery Electric,6,,
93420,Battery Electric,798,35.176043,-120.476694
93421,Battery Electric,12,,
93422,Battery Electric,567,35.463544,-120.692911
93423,Battery Electric,5,,
93424,Battery Electric,64,35.185911,-120.731793
93426,Battery Electric,10,35.848621,-120.938911
93427,Battery Electric,185,34.610436,-120.219523
93428,Battery Electric,173,35.585018,-121.041461
93430,Battery Electric,88,35.484966,-120.944417
93432,Battery Electric,26,35.486805,-120.485271
93433,Battery Electric,181,35.120888,-120.619664
93434,Battery Electric,53,34.919894,-120.604969
93436,Battery Electric,444,34.595669,-120.352667
93437,Battery Electric,58,34.737964,-120.543739
93438,Battery Electric,4,,
93440,Battery Electric,31,34.712216,-120.230146
93441,Battery Electric,40,34.770605,-119.985205
93442,Battery Electric,217,35.401934,-120.799362
93443,Battery Electric,2,,
93444,Battery Electric,518,35.037198,-120.504593
93445,Battery Electric,51,35.044396,-120.620199
93446,Battery Electric,574,35.662509,-120.749865
93447,Battery Electric,16,,
93448,Battery Electric,7,,
93449,Battery Electric,364,35.165671,-120.655844
93450,Battery Electric,1,36.085423,-120.818522
93451,Battery Electric,38,35.886767,-120.608661
93452,Battery Electric,6,35.746484,-121.223355
93453,Battery Electric,38,35.303925,-120.256566
93454,Battery Electric,227,34.923013,-120.259463
93455,Battery Electric,620,34.831792,-120.433509
93456,Battery Electric,10,,
93457,Battery Electric,3,,
93458,Battery Electric,188,34.95934,-120.490081
93460,Battery Electric,166,34.653533,-120.007153
93461,Battery Electric,7,35.652911,-120.266428
93463,Battery Electric,256,34.624395,-120.137875
93464,Battery Electric,4,,
93465,Battery Electric,255,35.538809,-120.739893
93483,Battery Electric,2,,
93501,Battery Electric,27,35.067111,-118.184941
93502,Battery Electric,1,,
93504,Battery Electric,8,,
93505,Battery Electric,79,35.16374,-117.886527
93510,Battery Electric,147,34.450906,-118.227614
93513,Battery Electric,8,37.131989,-118.15588
93514,Battery Electric,108,37.492115,-118.390408
93515,Battery Electric,1,,
93516,Battery Electric,6,35.002282,-117.629941
93517,Battery Electric,10,38.281108,-119.384449
93518,Battery Electric,1,35.385111,-118.491168
93523,Battery Electric,36,34.957206,-117.827391
93526,Battery Electric,8,36.823834,-118.281246
93527,Battery Electric,4,36.119622,-118.177124
93529,Battery Electric,5,37.815507,-119.095647
93531,Battery Electric,23,35.221906,-118.582566
93532,Battery Electric,42,34.689848,-118.533689
93534,Battery Electric,358,34.713292,-118.15292
93535,Battery Electric,518,34.713656,-117.86466
93536,Battery Electric,1106,34.74739,-118.369249
93539,Battery Electric,3,,
93541,Battery Electric,5,37.988074,-119.114386
93543,Battery Electric,60,34.481108,-117.982006
93544,Battery Electric,7,34.495537,-117.756645
93545,Battery Electric,16,36.556387,-118.054221
93546,Battery Electric,82,37.548799,-118.839818
93548,Battery Electric,1,,
93549,Battery Electric,1,36.212203,-117.948532
93550,Battery Electric,526,34.408548,-118.123592
93551,Battery Electric,1340,34.604105,-118.239213
93552,Battery Electric,452,34.570867,-118.023744
93553,Battery Electric,25,34.407332,-117.911841
93555,Battery Electric,212,35.606509,-117.683472
93556,Battery Electric,1,,
93560,Battery Electric,184,34.866894,-118.339832
93561,Battery Electric,318,35.118772,-118.493811
93562,Battery Electric,4,35.746463,-117.386604
93563,Battery Electric,1,34.402521,-117.766066
93581,Battery Electric,9,,
93584,Battery Electric,3,,
93590,Battery Electric,1,,
93591,Battery Electric,38,34.59448,-117.813666
93592,Battery Electric,1,35.852815,-117.224709
93599,Battery Electric,1,,
93601,Battery Electric,15,37.393471,-119.741037
93602,Battery Electric,18,37.028835,-119.316654
93603,Battery Electric,2,36.622507,-118.957187
93604,Battery Electric,6,37.344149,-119.422139
93605,Battery Electric,2,37.203158,-119.249243
93606,Battery Electric,1,36.803197,-120.018564
93609,Battery Electric,27,36.526597,-119.864103
93610,Battery Electric,109,37.098303,-120.281212
93611,Battery Electric,786,36.825296,-119.68019
93612,Battery Electric,203,36.814864,-119.710596
93613,Battery Electric,10,,
93614,Battery Electric,90,37.209821,-119.749802
93615,Battery Electric,5,36.503322,-119.286328
93616,Battery Electric,16,36.655353,-119.593861
93618,Battery Electric,101,36.521012,-119.389446
93619,Battery Electric,1744,36.917573,-119.593481
93620,Battery Electric,35,37.020043,-120.625404
93621,Battery Electric,7,36.789273,-119.140345
93622,Battery Electric,33,36.814503,-120.57524
93625,Battery Electric,117,36.624539,-119.671874
93626,Battery Electric,97,37.043286,-119.691306
93630,Battery Electric,89,36.72725,-120.123426
93631,Battery Electric,133,36.478239,-119.52137
93635,Battery Electric,416,37.068068,-120.843579
93636,Battery Electric,440,36.984885,-119.873914
93637,Battery Electric,246,36.918079,-120.185933
93638,Battery Electric,126,37.043434,-120.033693
93639,Battery Electric,7,,
93640,Battery Electric,10,36.672683,-120.446521
93641,Battery Electric,1,36.69718,-119.022995
93643,Battery Electric,23,37.224696,-119.470738
93644,Battery Electric,60,37.377787,-119.632385
93645,Battery Electric,2,37.182359,-119.64145
93646,Battery Electric,22,36.644737,-119.289181
93647,Battery Electric,13,36.60076,-119.175485
93648,Battery Electric,41,36.620634,-119.520731
93649,Battery Electric,1,,
93650,Battery Electric,71,36.840813,-119.799812
93651,Battery Electric,12,36.999336,-119.518794
93653,Battery Electric,11,37.248335,-119.944935
93654,Battery Electric,133,36.658709,-119.401274
93656,Battery Electric,9,36.450225,-119.934478
93657,Battery Electric,258,36.817791,-119.457602
93660,Battery Electric,6,36.585446,-120.173897
93662,Battery Electric,122,36.536573,-119.638651
93664,Battery Electric,7,37.129364,-119.219563
93666,Battery Electric,1,36.547067,-119.335641
93667,Battery Electric,11,36.95594,-119.335294
93668,Battery Electric,2,36.650275,-120.284085
93673,Battery Electric,2,36.452697,-119.482343
93675,Battery Electric,16,36.724723,-119.192779
93701,Battery Electric,23,36.749661,-119.787685
93702,Battery Electric,85,36.739194,-119.753933
93703,Battery Electric,59,36.76886,-119.762393
93704,Battery Electric,282,36.799054,-119.801608
93705,Battery Electric,119,36.786671,-119.828335
93706,Battery Electric,132,36.652065,-119.906591
93710,Battery Electric,214,36.822349,-119.760243
93711,Battery Electric,667,36.834289,-119.83335
93712,Battery Electric,1,,
93720,Battery Electric,946,36.862209,-119.760793
93721,Battery Electric,118,36.732891,-119.783739
93722,Battery Electric,740,36.799361,-119.874794
93723,Battery Electric,304,36.793477,-119.956818
93724,Battery Electric,1,,
93725,Battery Electric,133,36.627211,-119.731888
93726,Battery Electric,170,36.793661,-119.761461
93727,Battery Electric,877,36.751519,-119.680602
93728,Battery Electric,66,36.757294,-119.818488
93729,Battery Electric,10,,
93730,Battery Electric,704,36.905389,-119.748632
93736,Battery Electric,1,,
93737,Battery Electric,159,,
93745,Battery Electric,1,,
93755,Battery Electric,2,,
93771,Battery Electric,2,,
93791,Battery Electric,3,,
93792,Battery Electric,2,,
93794,Battery Electric,1,,
93901,Battery Electric,257,36.636344,-121.623978
93902,Battery Electric,2,,
93905,Battery Electric,250,36.682351,-121.605904
93906,Battery Electric,446,36.722714,-121.633649
93907,Battery Electric,313,36.769389,-121.667532
93908,Battery Electric,421,36.651745,-121.599444
93912,Battery Electric,4,,
93915,Battery Electric,1,,
93920,Battery Electric,13,36.092975,-121.549826
93921,Battery Electric,128,36.553175,-121.92396
93922,Battery Electric,17,,
93923,Battery Electric,667,36.448672,-121.849502
93924,Battery Electric,310,36.415603,-121.637651
93925,Battery Electric,6,36.588003,-121.398912
93926,Battery Electric,47,36.52587,-121.396735
93927,Battery Electric,71,36.248797,-121.386631
93928,Battery Electric,5,36.038868,-121.244009
93930,Battery Electric,79,36.20506,-121.010363
93932,Battery Electric,5,35.989792,-121.055933
93933,Battery Electric,634,36.686845,-121.786887
93940,Battery Electric,793,36.57469,-121.840854
93942,Battery Electric,16,,
93943,Battery Electric,1,36.597004,-121.874136
93944,Battery Electric,1,,
93950,Battery Electric,452,36.621181,-121.925179
93953,Battery Electric,280,36.585219,-121.945282
93954,Battery Electric,1,36.133362,-120.928512
93955,Battery Electric,407,36.61441,-121.786901
93960,Battery Electric,128,36.389618,-121.343146
93962,Battery Electric,9,36.624716,-121.646487
94002,Battery Electric,2149,37.514352,-122.298896
94004,Battery Electric,1,,
94005,Battery Electric,262,37.688826,-122.408935
94010,Battery Electric,3601,37.57028,-122.365778
94011,Battery Electric,7,,
94014,Battery Electric,1112,37.690884,-122.447441
94015,Battery Electric,1715,37.681264,-122.480589
94017,Battery Electric,3,,
94018,Battery Electric,135,,
94019,Battery Electric,649,37.469453,-122.411841
94020,Battery Electric,63,37.274612,-122.23242
94021,Battery Electric,3,37.270838,-122.280738
94022,Battery Electric,2848,37.357489,-122.144437
94023,Battery Electric,25,,
94024,Battery Electric,3094,37.352234,-122.094399
94025,Battery Electric,3714,37.457524,-122.176542
94026,Battery Electric,19,,
94027,Battery Electric,993,37.453514,-122.204756
94028,Battery Electric,964,37.376828,-122.209796
94030,Battery Electric,1398,37.59897,-122.401991
94032,Battery Electric,1,,
94035,Battery Electric,3,,
94037,Battery Electric,161,37.554298,-122.496632
94038,Battery Electric,117,37.526902,-122.512164
94039,Battery Electric,5,,
94040,Battery Electric,2683,37.380566,-122.085293
94041,Battery Electric,1077,37.38852,-122.075726
94042,Battery Electric,9,,
94043,Battery Electric,2808,37.414028,-122.070679
94044,Battery Electric,1408,37.606627,-122.477211
94059,Battery Electric,1,,
94060,Battery Electric,21,37.247137,-122.273493
94061,Battery Electric,1544,37.461147,-122.236948
94062,Battery Electric,2427,37.413691,-122.295343
94063,Battery Electric,982,37.493297,-122.195535
94064,Battery Electric,3,,
94065,Battery Electric,1105,37.534106,-122.247372
94066,Battery Electric,1473,37.625086,-122.433593
94070,Battery Electric,2642,37.496466,-122.272565
94074,Battery Electric,9,37.331714,-122.341466
94080,Battery Electric,9782,37.65549,-122.422075
94083,Battery Electric,6,,
94085,Battery Electric,1495,37.388556,-122.017732
94086,Battery Electric,2797,37.371647,-122.023134
94087,Battery Electric,4077,37.351529,-122.036959
94088,Battery Electric,12,,
94089,Battery Electric,1213,37.412402,-122.015605
94102,Battery Electric,429,37.779588,-122.419318
94103,Battery Electric,960,37.773134,-122.411167
94104,Battery Electric,179,37.791409,-122.40213
94105,Battery Electric,797,37.789864,-122.393665
94107,Battery Electric,3036,37.76046,-122.399724
94108,Battery Electric,157,37.792007,-122.408575
94109,Battery Electric,985,37.795388,-122.422453
94110,Battery Electric,1815,37.750021,-122.415201
94111,Battery Electric,162,37.799367,-122.398407
94112,Battery Electric,2001,37.720375,-122.44295
94114,Battery Electric,1644,37.758057,-122.43541
94115,Battery Electric,1028,37.785969,-122.437253
94116,Battery Electric,1749,37.745399,-122.486065
94117,Battery Electric,1172,37.769436,-122.447662
94118,Battery Electric,1280,37.780097,-122.462605
94119,Battery Electric,7,,
94121,Battery Electric,1317,37.776769,-122.494707
94122,Battery Electric,1847,37.758797,-122.485128
94123,Battery Electric,918,37.800934,-122.438366
94124,Battery Electric,1356,37.728895,-122.382779
94126,Battery Electric,4,,
94127,Battery Electric,1222,37.73622,-122.459338
94128,Battery Electric,3,37.626411,-122.385757
94129,Battery Electric,163,37.797336,-122.464462
94130,Battery Electric,42,37.820661,-122.369655
94131,Battery Electric,1575,37.745916,-122.441472
94132,Battery Electric,840,37.72222,-122.484077
94133,Battery Electric,471,37.804531,-122.410852
94134,Battery Electric,1035,37.721052,-122.413573
94141,Battery Electric,1,,
94142,Battery Electric,1,,
94143,Battery Electric,16,,
94146,Battery Electric,1,,
94147,Battery Electric,4,,
94158,Battery Electric,428,37.768106,-122.386927
94159,Battery Electric,1,,
94188,Battery Electric,8,,
94207,Battery Electric,1,,
94214,Battery Electric,1,,
94244,Battery Electric,1,,
94296,Battery Electric,5,,
94297,Battery Electric,1,,
94301,Battery Electric,1762,37.444123,-122.149911
94302,Battery Electric,9,,
94303,Battery Electric,2443,37.45788,-122.115158
